Name; Value; Type; Description
joy_deadzone_mode; 0; per-user; 
joy_display_input; 0; cl, a; 
joy_forward_sensitivity; 1.000000; per-user; 
joy_forwardsensitivity; -1; cl, a; 
joy_forwardthreshold; 0; cl, a; 
joy_inverty; 0; cl, a, ss, xbox_archive; Whether to invert the Y axis of the joystick for looking.
joy_inverty2; 0; cl, a, ss_added, xbox_archive; Whether to invert the Y axis of the joystick for looking.
joy_legacy; 0; cl, a, ss, xbox_archive; Turn on/off 'Legacy' mapping for control sticks.
joy_legacy2; 0; cl, a, ss_added, xbox_archive; Turn on/off 'Legacy' mapping for control sticks.
joy_lookspin_default; 0; cl; 
joy_lowend; 1.000000; application; 
joy_lowmap; 1.000000; application; 
joy_movement_stick; 0; cl, a, ss, xbox_archive; Which stick controls movement (0 is left stick)
joy_movement_stick2; 0; cl, a, ss_added, xbox_archive; Which stick controls movement (0 is left stick)
joy_name; 0; cl, a; 
joy_pegged; 0.750000; application; 
joy_pitch_sensitivity; 3.000000; per-user; 
joy_pitchsensitivity; 1; cl, a, ss, xbox_archive; 
joy_pitchsensitivity2; 1; cl, a, ss_added, xbox_archive; 
joy_pitchthreshold; 0; cl, a; 
joy_response_look; 0; per-user; 
joy_response_move; 9; per-user; 
joy_response_move_vehicle; 6; cl; 
joy_sensitive_step0; 0.100000; application; 
joy_sensitive_step1; 0.400000; application; 
joy_sensitive_step2; 0.900000; application; 
joy_side_sensitivity; 1.000000; per-user; 
joy_sidesensitivity; 1; cl, a; 
joy_sidethreshold; 0; cl, a; 
joy_variable_frametime; 1; cl; 
joy_vehicle_turn_lowend; 0.700000; application; 
joy_vehicle_turn_lowmap; 0.400000; application; 
joy_virtual_peg; false; application; 
joy_wingmanwarrior_centerhack; 0; a; Wingman warrior centering hack.
joy_wingmanwarrior_turnhack; 0; a; Wingman warrior hack related to turn axes.
joy_xcontroller_cfg_loaded; 0; cl; If 0, the 360controller.cfg file will be executed on startup & option changes.
joy_yaw_sensitivity; 3.000000; per-user; 
joy_yawsensitivity; -1; cl, a, ss, xbox_archive; 
joy_yawsensitivity2; -1; cl, a, ss_added, xbox_archive; 
joy_yawthreshold; 0; cl, a; 
joyadvancedupdate; cmd; ; 
joystick; 0; cl, a; True if the joystick is enabled, false otherwise.
jpeg_quality; 90; ; Set jpeg screenshot quality. [1..100]
jpeg_screenshot; cmd; ; Take a jpeg screenshot: jpeg_screenshot [filename] [quality 1-100].
json_parse_test; cmd; ; Tests JSON parsing into a protobuf
jump; cmd; ; 
jump; cmd; ; 
key_findbinding; cmd; ; Find key bound to specified command string.
key_listboundkeys; cmd; ; List bound keys with bindings.
key_updatelayout; cmd; ; Updates game keyboard layout to current windows keyboard setting.
kick; cmd; ; Kick a player by name.
kickid; cmd; ; Kick a player by userid or uniqueid, with a message.
kickid_hltv; cmd; ; Kick a player by userid or uniqueid, with a message.
kill; cmd; ; Kills the player with generic damage
killvector; cmd; ; Kills a player applying force. Usage: killvector <player> <x value> <y value> <z value>
klook; cmd; ; 
klook; cmd; ; 
language_fake_unsupported_primary; 0; cl; 
lastinv; cmd; ; 
left; cmd; ; 
left; cmd; ; 
light_priority_buffer_res; 8192; ; 
light_priority_enabled; 1; ; 
light_priority_fade_dist_far; 2048; ; 
light_priority_fade_dist_near; 1024; ; 
lightquery_debug_direct_lighting; 1; sv, rep, cheat; 
lightquery_debug_indirect_lighting; 1; sv, rep, cheat; 
lightquery_debug_indirect_lighting_fast; 0; sv, rep, cheat; 0 = standard sampling, 1 = fast sampling, 2 = ultra-fast sampling
listdemo; cmd; ; List demo file contents.
listid; cmd; ; Lists banned users.
listip; cmd; ; List IP addresses on the ban list.
listRecentNPCSpeech; cmd; ; Displays a list of the last 5 lines of speech from NPCs.
loadout_test_activity_modifiers; 0; cl, cheat; 
locator_background_border_color; 268435456.000; cl; The default color for the border.
locator_background_border_thickness; 3; cl; How many pixels the background borders the left and right.
locator_background_color; 100663296.000; cl; The default color for the background.
locator_background_shift_x; 3; cl; How many pixels the background is shifted right.
locator_background_shift_y; 1; cl; How many pixels the background is shifted down.
locator_background_style; 0; cl; Setting this to 1 will show rectangle backgrounds behind the items word-bubble pointers.
locator_background_thickness_x; 8; cl; How many pixels the background borders the left and right.
locator_background_thickness_y; 0; cl; How many pixels the background borders the top and bottom.
locator_fade_time; 0; cl; Number of seconds it takes for a lesson to fully fade in/out.
locator_icon_max_size_non_ss; 1; cl; Maximum scale of the icon on the screen
locator_icon_min_size_non_ss; 1; cl; Minimum scale of the icon on the screen
locator_lerp_rest; 2; cl; Number of seconds before moving from the center.
locator_lerp_speed; 5; cl; Speed that static lessons move along the Y axis.
locator_lerp_time; 1; cl; Number of seconds to lerp before reaching final destination
locator_pulse_time; 1; cl; Number of seconds to pulse after changing icon or position
locator_split_len; 0; cl, cheat; 
locator_split_maxwide_percent; 0; cl, cheat; 
locator_start_at_crosshair; 0; cl; Start position at the crosshair instead of the top middle of the screen.
locator_target_offset_x; 0; cl; How many pixels to offset the locator from the target position.
locator_target_offset_y; 0; cl; How many pixels to offset the locator from the target position.
locator_text_drop_shadow; 1; cl; If enabled, a drop shadow is drawn behind caption text.  PC only.
locator_text_glow; 0; cl; If enabled, a glow is drawn behind caption text
locator_text_glow_color; -1; cl; Color of text glow
locator_topdown_style; 0; cl; Topdown games set this to handle distance and offscreen location differently.
log; cmd; ; Enables logging to file, console, and udp < on | off >.
log_color; cmd; ; Set the color of a logging channel.
log_dumpchannels; cmd; ; Dumps information about all logging channels.
log_flags; cmd; ; Set the flags on a logging channel.
log_level; cmd; ; Set the spew level of a logging channel.
log_verbosity; cmd; ; Set the verbosity of a logging channel.
logaddress_add; cmd; ; Set address and port for remote host <ip:port>.
logaddress_del; cmd; ; Remove address and port for remote host <ip:port>.
logaddress_delall; cmd; ; Remove all udp addresses being logged to
logaddress_list; cmd; ; List all addresses currently being used by logaddress.
lookdown; cmd; ; 
lookdown; cmd; ; 
lookspin; cmd; ; 
lookspin; cmd; ; 
lookstrafe; 0; cl, a; 
lookup; cmd; ; 
lookup; cmd; ; 
loop_dump; cmd; ; Print the listeners of the current loop mode
lservercfgfile; 0; sv; 
lua_report_memory; cmd; ; 
m_customaccel; 0; cl, a; Custom mouse acceleration: 0: custom accelaration disabled 1: mouse_acceleration = min(m_customaccel_max, pow(raw_mouse_delta, m_customaccel_exponent) * m_customaccel_scale + sensitivity) 2: Same as 1, with but x and y sensitivity are scaled by m_pitch and m_yaw respectively. 3: mouse_acceleration = pow(raw_mouse_delta, m_customaccel_exponent - 1) * sensitivity
m_customaccel_exponent; 1; cl, a; Mouse move is raised to this power before being scaled by scale factor.
m_customaccel_max; 0; cl, a; Max mouse move scale factor, 0 for no limit
m_customaccel_scale; 0; cl, a; Custom mouse acceleration value.
m_filter; 0; cl, a, ss; Mouse filtering (set this to 1 to average the mouse over 2 frames).
m_filter2; 0; cl, a, ss_added; Mouse filtering (set this to 1 to average the mouse over 2 frames).
m_forward; 1; cl, a; Mouse forward factor.
m_mouseaccel1; 0; cl, a; Windows mouse acceleration initial threshold (2x movement).
m_mouseaccel2; 0; cl, a; Windows mouse acceleration secondary threshold (4x movement).
m_mousespeed; 1; cl, a; Windows mouse acceleration (0 to disable, 1 to enable [Windows 2000: enable initial threshold], 2 to enable secondary threshold [Windows 2000 only]).
m_pitch; 0; cl, a, ss; Mouse pitch factor.
m_pitch2; 0; cl, a, ss_added; Mouse pitch factor.
m_rawinput; 0; cl, a; Use Raw Input for mouse input.
m_side; 0; cl, a; Mouse side factor.
m_yaw; 0; cl, a; Mouse yaw factor.
map; cmd; ; map <mapname> :Load a new map.
map_enable_background_maps; cmd; ; Enables/disables portrait background maps
mapcyclefile; 0; sv; Name of the .txt file used to cycle the maps on multiplayer servers 
maps; cmd; ; Displays list of maps.
markup_group_ent_bbox; cmd; ; markup_group_ent_bbox <markup_group name> -> toggle ent_bbox for all members of the named markup group
markup_group_ent_text; cmd; ; markup_group_ent_text <markup_group name> -> toggle ent_text for all members of the named markup group
markup_group_spew; cmd; ; Spew all current markup groups and their members
mat_accelerate_adjust_exposure_down; 3; cl, cheat; 
mat_bloom_scalefactor_scalar; 1; cl, release; 
mat_bloomamount_rate; 0; cl, cheat; 
mat_bloomscale; 1; cl; 
mat_camerarendertargetoverlaysize; 128; cl, cheat; 
mat_clearshadercache; cmd; ; Clears the shader cache used for dynamic shader compile.
mat_clipz; 1; cl; 
mat_colcorrection_disableentities; 0; cl; Disable map color-correction entities
mat_colcorrection_editor; 0; cl; 
mat_colcorrection_forceentitiesclientside; 0; cl, cheat; Forces color correction entities to be updated on the client
mat_debug_bloom; 0; cl, cheat; 
mat_debug_postprocessing_effects; 0; cl; 0 = off, 1 = show post-processing passes in quadrants of the screen, 2 = only apply post-processing to the centre of the screen
mat_depthbias_shadowmap; 0; cl; 
mat_disable_bloom; 0; cl; 
mat_disable_dynamic_shader_compile; cmd; ; Reloads all shaders from vcs files until the next time mat_reloadshaders is called
mat_dof_enabled; 1; cl; 
mat_dof_far_blur_depth; 1000; cl; 
mat_dof_far_blur_radius; 5; cl; 
mat_dof_far_focus_depth; 250; cl; 
mat_dof_near_blur_depth; 20; cl; 
mat_dof_near_blur_radius; 10; cl; 
mat_dof_near_focus_depth; 100; cl; 
mat_dof_override; 0; cl; 
mat_dof_quality; 0; cl; 
mat_drawTexture; 0; cl; Enable debug view texture
mat_drawTextureScale; 1; cl; Debug view texture scale
mat_drawTitleSafe; 0; ; Enable title safe overlay
mat_drawwater; 1; cl, cheat; 
mat_dump_rts; 0; cl; 
mat_exposure_center_region_x; 0; cl, cheat; 
mat_exposure_center_region_y; 0; cl, cheat; 
mat_force_bloom; 0; cl, cheat; 
mat_framebuffercopyoverlaysize; 128; cl; 
mat_fullbright; 0; cheat; 
mat_grain_enable; 0; cl; 
mat_hdr_level; 2; cl; 
mat_hdr_manual_tonemap_rate; 1; cl; 
mat_hdr_uncapexposure; 0; cl, cheat; 
mat_hsv; 0; cl, cheat; 
mat_local_contrast_enable; 0; cl; 
mat_material_frameupdate_limit; 2; ; Maximum time in ms to spend initializing shaders for materials each frame.
mat_motion_blur_enabled; 0; cl; 
mat_motion_blur_falling_intensity; 1; cl; 
mat_motion_blur_falling_max; 20; cl; 
mat_motion_blur_falling_min; 10; cl; 
mat_motion_blur_forward_enabled; 1; cl; 
mat_motion_blur_rotation_intensity; 1; cl; 
mat_motion_blur_strength; 1; cl; 
mat_print_dead_materials; cmd; ; Print loaded materials that have no valid layers due to not supporting any of the modes in gameinfo.gi.
mat_print_error_materials; cmd; ; Print loaded materials that are using the error shader or material.
mat_print_material_info; cmd; ; Print info about a specific material
mat_print_materials; cmd; ; Print loaded materials. Takes an optional substring as an argument.
mat_print_materials_last_frame; cmd; ; Print materials used last frame
mat_print_materials_unused; cmd; ; Print materials that have never been used
mat_print_modes; cmd; ; Print supported rendering modes.
mat_print_shader_info; cmd; ; Print detailed info about a single shader. Takes a shader name (hero.vfx) as an argument.
mat_print_shaders; cmd; ; Print loaded shaders. Takes a substring as an argument.
mat_print_textures; cmd; ; Print loaded textures in alphabetical order. Takes an optional substring as an argument.
mat_print_textures_size; cmd; ; Print loaded textures in ascending size order. Takes an optional substring as an argument.
mat_reinitmaterials; cmd; ; Reinitializes all loaded materials, reloading their shaders.
mat_reloadmaterials; cmd; ; Reloads all materials. Takes an optional substring as an argument.
mat_reloadshaders; cmd; ; Reloads all shaders. Takes an optional substring as an argument.
mat_show_histogram; 0; cl; 
mat_showcamerarendertarget; 0; cl, cheat; 
mat_showframebuffertexture; 0; cl, cheat; 
mat_showwatertextures; 0; cl, cheat; 
mat_slopescaledepthbias_shadowmap; 4; cl; 
mat_stub; 0; cl, cheat; 
mat_tonemap_debug; 0; ; 
mat_tonemap_force_accelerate_exposure_down; -1; cheat; 
mat_tonemap_force_average_lum_min; -1; cheat; Override. Old default was 3.0
mat_tonemap_force_log_lum_max; -1; cheat; 
mat_tonemap_force_log_lum_min; -1; cheat; 
mat_tonemap_force_max; -1; cheat; 
mat_tonemap_force_min; -1; cheat; 
mat_tonemap_force_percent_bright_pixels; -1; cheat; Override. Old value was 1.0
mat_tonemap_force_percent_target; -1; cheat; Override. Old default was 45.
mat_tonemap_force_rate; -1; cheat; 
mat_tonemap_force_scale; 0; cheat; 
mat_tonemap_force_use_alpha; -1; cheat; 
mat_tonemap_uncap_exposure; 0; cheat; 
mat_viewportscale; 1; cl; Scale down the main viewport (to reduce GPU impact on CPU profiling)
mat_viewportupscale; 1; cl, cheat; Scale the viewport back up
mat_wateroverlaysize; 128; cl; 
mat_wireframe; 0; cl, cheat; 
mat_yuv; 0; cl, cheat; 
mem_compact; cmd; ; Compacts the heap
mem_dump; cmd; ; Dump memory stats to text file.
mem_incremental_compact; cmd; ; Incrementally compacts the heap
mem_incremental_compact_rate; 0; cheat; Rate at which to attempt internal heap compaction
mem_level; 2; cl; Memory Level - Default: High
mem_test; cmd; ; 
mem_test_each_frame; 0; ; Run heap check at end of every frame 
mem_test_every_n_seconds; 0; ; Run heap check at a specified interval 
mem_test_quiet; 0; ; Don't print stats when memtesting
memory; cmd; ; Print memory stats.
menuAccept; cmd; ; 
menuAccept; cmd; ; 
menuDown; cmd; ; 
menuDown; cmd; ; 
menuUp; cmd; ; 
menuUp; cmd; ; 
midi_auto_connect_port; -1; cl, a; On init, attempt to connect to the device on this port
midi_connect_port; cmd; ; Attempt to open a connection on the passed port ( or 0 if not specfied ). Will close existing connection
midi_note; cmd; ; 
midi_note; cmd; ; 
midi_release; cmd; ; Release any connected MIDI device
midi_reset_notes; cmd; ; Send emergency Note OFF for all active notes on all channels
midi_status; cmd; ; Dump info about connected MIDI devices
midi_test_off; cmd; ; Send a test note OFF to the connected MIDI device
midi_test_on; cmd; ; Send a test note ON to the connected MIDI device
mix_input; cmd; ; Set an input mix value
model_combiner_dumpstats; cmd; ; Dump the stats for the model combiner manager.
motd_intros; 0; cl, a; 
motdfile; 0; sv, release; The MOTD file to load.
mouse_disableinput; 0; ; Set to disable mouse input
mouse_pitchyaw_sensitivity; 50.000000; machine; 
movedown; cmd; ; 
movedown; cmd; ; 
moveleft; cmd; ; 
moveleft; cmd; ; 
moveright; cmd; ; 
moveright; cmd; ; 
moveup; cmd; ; 
moveup; cmd; ; 
movie_fixwave; cmd; ; Fixup corrupted .wav file if engine crashed during startmovie/endmovie, etc.
mp_allowNPCs; 1; sv, nf; 
mp_allowspectators; 1; sv, rep; toggles whether the server allows spectator mode or not
mp_autocrosshair; 1; sv, nf; 
mp_bonusroundtime; 15; cl, rep; Time after round win until round restarts
mp_chattime; 10; sv, rep; amount of time players can chat after the game is over
mp_clan_ready_signal; 0; sv; Text that team leader from each team must speak for the match to begin
mp_clan_readyrestart; 0; sv; If non-zero, game will restart once someone from each team gives the ready signal
mp_defaultteam; 0; sv; 
mp_disable_autokick; cmd; ; Prevents a userid from being auto-kicked
mp_disable_respawn_times; 0; cl, nf, rep; 
mp_fadetoblack; 0; sv, nf, rep; fade a player's screen to black when he dies
mp_falldamage; 0; sv, nf; 
mp_feetyawrate_max; 360; sv, rep; How many degrees per second that we can turn our feet or upper body when we're outside the max body yaw.
mp_flashlight; 1; sv, nf; 
mp_footsteps; 1; sv, nf; 
mp_forcecamera; 0; sv, rep; Restricts spectator modes for dead players
mp_forcerespawn; 1; sv, nf; 
mp_fraglimit; 0; sv, nf; 
mp_friendlyfire; 0; sv, nf, rep; Allows team members to injure other members of their team
mp_maxrounds; 0; cl, nf, rep; max number of rounds to play before server changes maps
mp_restartgame; 0; sv; If non-zero, game will restart in the specified number of seconds
mp_teamlist; 0; sv, nf; 
mp_teamoverride; 1; sv; 
mp_teamplay; 0; sv, nf; 
mp_teams_unbalance_limit; 1; cl, nf, rep; Teams are unbalanced when one team has this many more players than the other team. (0 disables check)
mp_timelimit; 0; sv, nf, rep; game time per map in minutes
mp_tournament; 0; sv, nf, rep; 
mp_tournament_whitelist; 0; sv; Specifies the item whitelist file to use.
mp_usehwmmodels; 0; cl; Enable the use of the hw morph models. (-1 = never, 1 = always, 0 = based upon GPU)
mp_usehwmvcds; 0; cl; Enable the use of the hw morph vcd(s). (-1 = never, 1 = always, 0 = based upon GPU)
mp_waitingforplayers_cancel; 0; sv; Set to 1 to end the WaitingForPlayers period.
mp_waitingforplayers_restart; 0; sv; Set to 1 to start or restart the WaitingForPlayers period.
mp_waitingforplayers_time; 0; sv; WaitingForPlayers time length in seconds
mp_weaponstay; 0; sv, nf; 
mp_winlimit; 0; cl, nf, rep; Max score one team can reach before server changes maps
multiunit_frame_tall; 48; cl; 
multiunit_frame_wide; 48; cl; 
multiunit_page_next; cmd; ; cycle to the next multiunit page
multiunit_page_prev; cmd; ; cycle to the previous multiunit page
multiunit_x_gap; 4; cl; 
multiunit_x_start; 0; cl; 
multiunit_y_gap; 13; cl; 
multiunit_y_start; 0; cl; 
multvar; cmd; ; Multiply specified convar value.
muzzleflash_light; 1; cl, a; 
name; K**pa; per-user; 
nav_add_to_selected_set; cmd; ; Add current area to the selected set.
nav_add_to_selected_set_by_id; cmd; ; Add specified area id to the selected set.
nav_analyze; cmd; ; Re-analyze the current Navigation Mesh and save it to disk.
nav_area_bgcolor; 503316480; sv, cheat; 
nav_area_max_size; 15; sv, cheat; Max area size created in nav generation
nav_area_res; 25; sv, cheat; Standard nav area minimum size
nav_auto_build_area; cmd; ; Build out high-precision areas around the edit cursor and create them.
nav_avoid; cmd; ; Toggles the 'avoid this area when possible' flag used by the AI system.
nav_begin_area; cmd; ; Defines a corner of a new Area or Ladder. To complete the Area or Ladder, drag the opposite corner to the desired location and issue a 'nav_end_area' command.
nav_begin_deselecting; cmd; ; Start continuously removing from the selected set.
nav_begin_drag_deselecting; cmd; ; Start dragging a selection area.
nav_begin_drag_selecting; cmd; ; Start dragging a selection area.
nav_begin_selecting; cmd; ; Start continuously adding to the selected set.
nav_begin_shift_xy; cmd; ; Begin shifting the Selected Set.
nav_blockers_can_affect_flow; 1; cheat; Set this convar to 0 if you want the 'affectsFlow' property of func_nav_blockers to be ignored
nav_build_ladder; cmd; ; Attempts to build a nav ladder on the climbable surface under the cursor.
nav_chop_selected; cmd; ; Chops all selected areas into their component 1x1 areas
nav_clear_attribute; cmd; ; Remove given nav attribute from all areas in the selected set.
nav_clear_attributes; cmd; ; Clear all nav attributes of selected area.
nav_clear_selected_set; cmd; ; Clear the selected set.
nav_clear_walkable_marks; cmd; ; Erase any previously placed walkable positions.
nav_compress_id; cmd; ; Re-orders area and ladder ID's so they are continuous.
nav_connect; cmd; ; To connect two Areas, mark the first Area, highlight the second Area, then invoke the connect command. Note that this creates a ONE-WAY connection from the first to the second Area. To make a two-way connection, also connect the second area to the first.
nav_coplanar_slope_limit; 0; cheat; 
nav_corner_adjust_adjacent; 18; cheat; radius used to raise/lower corners in nearby areas when raising/lowering corners.
nav_corner_lower; cmd; ; Lower the selected corner of the currently marked Area.
nav_corner_place_on_ground; cmd; ; Places the selected corner of the currently marked Area on the ground.
nav_corner_raise; cmd; ; Raise the selected corner of the currently marked Area.
nav_corner_select; cmd; ; Select a corner of the currently marked Area. Use multiple times to access all four corners.
nav_create_area_at_feet; 0; sv, cheat; Anchor nav_begin_area Z to editing player's feet
nav_create_place_on_ground; 0; sv, cheat; If true, nav areas will be placed flush with the ground when created by hand.
nav_crouch; cmd; ; Toggles the 'must crouch in this area' flag used by the AI system.
nav_debug_blocked; 0; sv, cheat; 
nav_delete; cmd; ; Deletes the currently highlighted Area.
nav_delete_marked; cmd; ; Deletes the currently marked Area (if any).
nav_disconnect; cmd; ; To disconnect two Areas, mark an Area, highlight a second Area, then invoke the disconnect command. This will remove all connections between the two Areas.
nav_displacement_test; 10000; sv, cheat; Checks for nodes embedded in displacements (useful for in-development maps)
nav_drag_selection_volume_zmax_offset; 32; sv, rep; The offset of the nav drag volume top from center
nav_drag_selection_volume_zmin_offset; 32; sv, rep; The offset of the nav drag volume bottom from center
nav_draw_area_vert_order; 0; sv, cheat; 
nav_draw_clearance_warning; 0; sv, cheat; 
nav_draw_connected_area_radius; 750; sv, cheat; 
nav_draw_limit; 300; sv, cheat; The maximum number of areas to draw in edit mode
nav_draw_vert_hotspots; 1; sv, cheat; 
nav_edit; 0; sv, cheat; Set to one to interactively edit the Navigation Mesh. Set to zero to leave edit mode.
nav_end_area; cmd; ; Defines the second corner of a new Area or Ladder and creates it.
nav_end_deselecting; cmd; ; Stop continuously removing from the selected set.
nav_end_drag_deselecting; cmd; ; Stop dragging a selection area.
nav_end_drag_selecting; cmd; ; Stop dragging a selection area.
nav_end_selecting; cmd; ; Stop continuously adding to the selected set.
nav_end_shift_xy; cmd; ; Finish shifting the Selected Set.
nav_flood_select; cmd; ; Selects the current Area and all Areas connected to it, recursively. To clear a selection, use this command again.
nav_gen_pc_add_jumps; 1; cheat; 
nav_gen_pc_connect_angle; 0; cheat; 
nav_gen_pc_connect_dist; 0; cheat; 
nav_gen_pc_connect_overlap; 4; cheat; 
nav_gen_pc_degen_limit; 0; cheat; 
nav_gen_pc_false; 0; cheat; Always false
nav_gen_pc_island_removal; 1; cheat; 
nav_gen_pc_opt_to_quads_2; 1; cheat; 
nav_gen_pc_opt_to_quads_angle_limit_2; 10; cheat; 
nav_gen_pc_opt_to_quads_num_steps; 6; cheat; 
nav_gen_pc_opt_to_quads_se_limit_end; 0; cheat; 
nav_gen_pc_opt_to_quads_se_limit_start; 0; cheat; 
nav_gen_pc_opt_to_quads_weld_limit_end; 0; cheat; 
nav_gen_pc_opt_to_quads_weld_limit_start; 0; cheat; 
nav_gen_pc_remove_vertical_polys; 1; cheat; 
nav_gen_pc_run_recast; 1; cheat; 
nav_gen_pc_tr_max_acceptable_cost_1; 900; cheat; 
nav_gen_pc_tr_max_acceptable_cost_2; 900; cheat; 
nav_gen_pc_tri_reduce_all; 0; cheat; 
nav_gen_pc_true; 1; cheat; Always true
nav_gen_pc_vertical_limit; 88; cheat; 
nav_generate; cmd; ; Generate a Navigation Mesh for the current map and save it to disk.
nav_generate_compute_lighting; 0; sv, cheat; If true, compute lighting for this area.  Otherwise, just set to 1/2.
nav_generate_fencetops; 1; sv, cheat; Autogenerate nav areas on fence and obstacle tops
nav_generate_fixup_jump_areas; 1; sv, cheat; Convert obsolete jump areas into 2-way connections
nav_generate_incremental; cmd; ; Generate a Navigation Mesh for the current map and save it to disk.
nav_generate_incremental_range; 2000; sv, cheat; 
nav_generate_incremental_tolerance; 0; sv, cheat; Z tolerance for adding new nav areas.
nav_generate_no_restart; 0; sv; 
nav_generate_remove_jump_areas; 1; sv; 
nav_jump; cmd; ; Toggles the 'traverse this area by jumping' flag used by the AI system.
nav_ladder_flip; cmd; ; Flips the selected ladder's direction.
nav_load; cmd; ; Loads the Navigation Mesh for the current map.
nav_load_aaquad; cmd; ; Loads the Navigation Mesh for the current map.
nav_load_polyclip; cmd; ; Loads the Navigation Mesh for the current map.
nav_load_recast; cmd; ; Loads the Navigation Mesh for the current map.
nav_lower_drag_volume_max; cmd; ; Lower the top of the drag select volume.
nav_lower_drag_volume_min; cmd; ; Lower the bottom of the drag select volume.
nav_mark; cmd; ; Marks the Area or Ladder under the cursor for manipulation by subsequent editing commands.
nav_mark_attribute; cmd; ; Set nav attribute for all areas in the selected set.
nav_mark_walkable; cmd; ; Mark the current location as a walkable position. These positions are used as seed locations when sampling the map to generate a Navigation Mesh.
nav_max_auto_area_size; 16384; sv, cheat; Max size in x/y of any auto-generated nav area
nav_max_view_distance; 0; sv, cheat; Maximum range for precomputed nav mesh visibility (0 = default 1500 units)
nav_max_vis_delta_list_length; 64; cheat; 
nav_merge; cmd; ; To merge two Areas into one, mark the first Area, highlight the second by pointing your cursor at it, and invoke the merge command.
nav_merge_mesh; cmd; ; Merges a saved selected set into the current mesh.
nav_no_jump; cmd; ; Toggles the 'dont jump in this area' flag used by the AI system.
nav_obstacle_allow_delete; 0; sv, cheat; 
nav_obstruction_draw; 0; sv, cheat; 
nav_path_debug_compute_with_open_goal; 0; sv, cheat; 
nav_path_debug_jump_segments; 0; sv, cheat; 
nav_path_draw_areas; 0; sv, cheat; 
nav_path_draw_climb_segments; 1; sv, cheat; 
nav_path_draw_connected_areas; 0; sv, cheat; 
nav_path_draw_ground_segments; 1; sv, cheat; 
nav_path_draw_inc; 100; sv, cheat; 
nav_path_draw_jump_segments; 1; sv, cheat; 
nav_path_draw_ladder_segments; 1; sv, cheat; 
nav_path_fixup_climb_up_segments; 0; sv, cheat; 
nav_path_fixup_gap_segments; 0; sv, cheat; 
nav_path_fixup_portal_violation_segments; 0; sv, cheat; 
nav_path_optimizer_debug; 0; sv, cheat; 
nav_path_segment_influence_radius; 100; sv, cheat; 
nav_pathfind_debug; 0; sv, cheat; 
nav_pathfind_debug_draw_costs; 0; sv, cheat; 
nav_pathfind_debug_draw_total_costs; 0; sv, cheat; 
nav_pathfind_debug_errors; 0; sv, cheat; 
nav_pathfind_inadmissable_heuristic_factor; 1; sv, cheat; 
nav_pathfind_repath_tolerance_growth_rate; 0; sv, cheat; 
nav_pathfind_repath_tolerance_max; 400; sv, cheat; 
nav_pathfind_repath_tolerance_min; 1; sv, cheat; 
nav_pathfind_use_area_center; 0; sv, cheat; 
nav_potentially_visible_dot_tolerance; 0; sv, cheat; 
nav_precise; cmd; ; Toggles the 'dont avoid obstacles' flag used by the AI system.
nav_quicksave; 1; sv, cheat; Set to one to skip the time consuming phases of the analysis.  Useful for data collection and testing.
nav_raise_drag_volume_max; cmd; ; Raise the top of the drag select volume.
nav_raise_drag_volume_min; cmd; ; Raise the bottom of the drag select volume.
nav_recall_selected_set; cmd; ; Re-selects the stored selected set.
nav_remove_from_selected_set; cmd; ; Remove current area from the selected set.
nav_save; cmd; ; Saves the current Navigation Mesh to disk.
nav_save_history; 10; ; Keep this many backup copies of nav files.
nav_save_selected; cmd; ; Writes the selected set to disk for merging into another mesh via nav_merge_mesh.
nav_select_blocked_areas; cmd; ; Adds all blocked areas to the selected set
nav_select_half_space; cmd; ; Selects any areas that intersect the given half-space.
nav_select_obstructed_areas; cmd; ; Adds all obstructed areas to the selected set
nav_select_radius; cmd; ; Adds all areas in a radius to the selection set
nav_select_stairs; cmd; ; Adds all stairway areas to the selected set
nav_select_with_attribute; cmd; ; Selects areas with the given attribute.
nav_set_place_mode; cmd; ; Sets the editor into or out of Place mode. Place mode allows labelling of Area with Place names.
nav_shift; cmd; ; Shifts the selected areas by the specified amount
nav_show_area_info; 10; sv, a, cheat; Duration in seconds to show nav area ID and attributes while editing. (-1 = never hide)
nav_show_clearance; 0; cheat; Show the clearance for each area.
nav_show_compass; 0; sv, cheat; 
nav_show_connectionblockers; 0; sv, cheat; Debug: Show connection blocker models.
nav_show_light_intensity; 0; sv, cheat; 
nav_show_node_grid; 0; sv, cheat; 
nav_show_node_id; 0; sv, cheat; 
nav_show_nodes; 0; sv, cheat; 
nav_show_player_counts; 0; cheat; Show current player counts in each area.
nav_show_potentially_visible; 0; cheat; Show areas that are potentially visible from the current nav area
nav_simplify_selected; cmd; ; Chops all selected areas into their component 1x1 areas and re-merges them together into larger areas
nav_slope_limit; 0; sv, cheat; The ground unit normal's Z component must be greater than this for nav areas to be generated.
nav_slope_tolerance; 0; sv, cheat; The ground unit normal's Z component must be this close to the nav area's Z component to be generated.
nav_snap_to_grid; 0; cheat; Snap to the nav generation grid when creating new nav areas
nav_solid_props; 0; sv, cheat; Make props solid to nav generation/editing
nav_splice; cmd; ; To splice, mark an area, highlight a second area, then invoke the splice command to create a new, connected area between them.
nav_split; cmd; ; To split an Area into two, align the split line using your cursor and invoke the split command.
nav_split_aa; cmd; ; To split an area into two, align the split line using your cursor and invoke the split command.
